time,open,high,low,close,volume,rsi,stoch_k,stoch_d,buy,sell
2026-05-07 10:00:00,2329.66,2335,2314.16,2327.41,18902.7493,32.58961027798395,,,0,0
2026-05-07 11:00:00,2327.4,2327.95,2313.89,2321.88,19439.1949,30.788037009987463,,,0,0
2026-05-07 12:00:00,2321.89,2326.2,2315.74,2322.39,11540.0497,31.16596211012029,,,0,0
2026-05-07 13:00:00,2322.39,2327.52,2317.8,2327.51,10417.5378,35.00305224364958,,,0,0
2026-05-07 14:00:00,2327.51,2333.97,2327.02,2331.08,10970.9192,37.61440772196367,,,0,0
2026-05-07 15:00:00,2331.08,2338.57,2320,2337.13,14009.3816,41.87626030774235,,,0,0
2026-05-07 16:00:00,2337.14,2346.89,2336.72,2344.59,16120.1713,46.71045635022223,,,0,0
2026-05-07 17:00:00,2344.59,2346.6,2332,2333.73,15120.5601,41.32240220824368,,,0,0
2026-05-07 18:00:00,2333.73,2337.11,2326.83,2329.05,13919.7483,39.22270764892215,,,0,0
2026-05-07 19:00:00,2329.04,2331.63,2317.35,2326.78,13596.4665,38.208571983467074,,,0,0
2026-05-07 20:00:00,2326.78,2331.59,2325.45,2329.94,11503.0069,40.51434545889152,,,0,0
2026-05-07 21:00:00,2329.94,2337.13,2329.04,2333.01,12385.8948,42.74948073703782,,,0,0
2026-05-07 22:00:00,2333.02,2333.02,2305.4,2314.32,39011.6686,34.29982395042083,,,0,0
2026-05-07 23:00:00,2314.32,2318.75,2289.51,2298.98,46781.2234,29.19863394517232,,,0,0
2026-05-08 00:00:00,2298.98,2304.52,2285.95,2294.82,31328.1654,27.983204616950957,,,0,0
2026-05-08 01:00:00,2294.82,2298.2,2285.37,2291.81,28001.1937,27.104061852330673,,,0,0
2026-05-08 02:00:00,2291.81,2301.25,2280.1,2299.6,28378.658,32.97309757547498,,,0,0
2026-05-08 03:00:00,2299.61,2304,2291.27,2296.19,23860.3486,31.767377767728178,,,0,0
2026-05-08 04:00:00,2296.18,2297.09,2287.88,2295.98,18517.2817,31.69052391107104,,,0,0
2026-05-08 05:00:00,2295.98,2302.57,2287.94,2289.1,34000.8584,29.198254352862634,,,0,0
2026-05-08 06:00:00,2289.1,2294.29,2281.29,2287.68,12799.0863,28.696627197189287,,,0,0
2026-05-08 07:00:00,2287.68,2290.24,2281.04,2287.03,16424.3429,28.4556354691089,,,0,0
2026-05-08 08:00:00,2287.03,2293.24,2286.11,2291.06,8871.107,32.254287128595564,,,0,0
2026-05-08 09:00:00,2291.06,2294.28,2283.66,2286.83,9997.2781,30.428085712959103,,,0,0
2026-05-08 10:00:00,2286.83,2289.31,2280.28,2285.06,10079.1981,29.671057891261583,,,0,0
2026-05-08 11:00:00,2285.06,2285.71,2268,2279.15,18687.3591,27.234609275712714,,,0,0
2026-05-08 12:00:00,2279.15,2281.6,2265.61,2278.76,15605.1908,27.076600874615096,,,0,0
2026-05-08 13:00:00,2278.77,2284.54,2276.5,2281.63,9647.4955,30.282168003154126,,,0,0
