time,open,high,low,close,volume,rsi,stoch_k,stoch_d,buy,sell
2026-04-28 05:00:00,2289.15,2296.36,2289.08,2291.7,5969.8812,,,,0,0
2026-04-28 06:00:00,2291.69,2292.4,2287,2287.33,3065.7892,,,,0,0
2026-04-28 07:00:00,2287.34,2295.7,2284.66,2294.36,4214.8302,,,,0,0
2026-04-28 08:00:00,2294.36,2308.61,2291.16,2303.67,4998.7753,,,,0,0
2026-04-28 09:00:00,2303.66,2310.88,2299.47,2306.77,5364.7887,,,,0,0
2026-04-28 10:00:00,2306.76,2308.76,2297.78,2298.61,4184.5868,,,,0,0
2026-04-28 11:00:00,2298.61,2301.01,2280.99,2289.11,7908.4528,,,,0,0
2026-04-28 12:00:00,2289.1,2291,2282.39,2290.94,3711.4568,,,,0,0
2026-04-28 13:00:00,2290.93,2294.6,2283.32,2288.57,5863.0448,,,,0,0
2026-04-28 14:00:00,2288.58,2296.91,2286.71,2288.13,10496.1234,,,,0,0
2026-04-28 15:00:00,2288.13,2291,2270.53,2277.63,10739.7381,,,,0,0
2026-04-28 16:00:00,2277.63,2288.65,2270.65,2287.99,9917.5609,,,,0,0
2026-04-28 17:00:00,2288,2291.64,2283.86,2287.07,6065.7122,,,,0,0
2026-04-28 18:00:00,2287.07,2288.51,2276.67,2282.27,7654.6336,,,,0,0
2026-04-28 19:00:00,2282.26,2287.63,2280.84,2284.51,6577.0773,45.20218870946239,,,0,0
2026-04-28 20:00:00,2284.51,2285.36,2270.36,2275.32,12432.169,39.92836091589223,25.327707991076675,,0,0
2026-04-28 21:00:00,2275.32,2281.29,2271.59,2278.23,6214.5258,42.22691231984739,22.10340541975384,,0,0
2026-04-28 22:00:00,2278.23,2286.2,2258.24,2276.36,19869.0293,41.13758882063221,22.028622837259586,23.153245416030035,0,0
2026-04-28 23:00:00,2276.37,2276.63,2261,2273.44,14378.6883,39.42722053012368,27.97736467502611,24.036464310679847,0,0
2026-04-29 00:00:00,2273.44,2280.61,2269.22,2279.76,9305.2019,44.7787278176377,38.27507614211046,29.42702121813205,0,0
2026-04-29 01:00:00,2279.76,2288.38,2274.38,2286.18,9159.1695,49.64548490618951,50.8850426867615,39.04582783463269,0,0
2026-04-29 02:00:00,2286.18,2293.38,2278.99,2290.73,8094.1521,52.819143015945535,68.86221764157851,52.67411215681682,0,0
2026-04-29 03:00:00,2290.73,2298.31,2287.9,2296.96,7249.1862,56.83108114480659,84.30063568395018,68.01596533743005,0,0
2026-04-29 04:00:00,2296.96,2305.55,2290.26,2301.96,8930.4107,59.78654993327735,91.02042242964258,81.39442525172375,0,0
